#Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date
"Abelia chinensis","Eukaryota;Plants;Land Plants","","","PRJNA579669",0.157225,38.3762,"chloroplast","NC_045043.1/MN384463.1",79,"2019-10-29T00:00:00Z"
"Abelia x grandiflora","Eukaryota;Plants;Land Plants","","","PRJNA579689",0.157107,38.4057,"chloroplast","NC_045054.1/MN524635.1",76,"2019-10-29T00:00:00Z"
"Abeliophyllum distichum","Eukaryota;Plants;Land Plants","","","PRJNA348078",0.155982,37.8185,"chloroplast","NC_031445.1/KT274029.1",87,"2016-10-13T00:00:00Z"
"Abelmoschus esculentus","Eukaryota;Plants;Land Plants","","","PRJNA394355",0.163121,36.7365,"chloroplast","NC_035234.1/KY635876.1",87,"2017-07-14T00:00:00Z"
"Abelmoschus manihot","Eukaryota;Plants;Land Plants","","","PRJNA703115",0.163428,36.7048,"chloroplast","NC_053353.1/MT898000.1",87,"2021-03-09T00:00:00Z"
"Abelmoschus moschatus","Eukaryota;Plants;Land Plants","","","PRJNA703285",0.16343,36.7081,"chloroplast","NC_053355.1/MT890968.1",87,"2021-03-09T00:00:00Z"
"Abelmoschus sagittifolius","Eukaryota;Plants;Land Plants","","","PRJNA703111",0.163453,36.6876,"chloroplast","NC_053354.1/MT898001.1",87,"2021-03-09T00:00:00Z"
"Abies alba","Eukaryota;Plants;Land Plants","","","PRJNA546344",0.121243,38.267,"chloroplast","NC_042410.1/MH706724.1",74,"2019-06-06T00:00:00Z"
"Abies balsamea","Eukaryota;Plants;Land Plants","","","PRJNA550691",0.121574,38.2483,"chloroplast","NC_042778.1/MH706725.1",74,"2019-06-25T00:00:00Z"
"Abies beshanzuensis","Eukaryota;Plants;Land Plants","","","PRJNA608373",0.121399,38.2565,"chloroplast","NC_045884.1/MH476330.1",74,"2020-02-24T00:00:00Z"
"Abies chensiensis","Eukaryota;Plants;Land Plants","","","PRJNA532145",0.121329,38.258,"chloroplast","NC_041464.1/MH796673.1",74,"2019-04-10T00:00:00Z"
"Abies delavayi","Eukaryota;Plants;Land Plants","","","PRJNA755081",0.120141,38.2592,"chloroplast","NC_057313.1/MH706709.1",74,"2021-08-31T00:00:00Z"
"Abies fabri","Eukaryota;Plants;Land Plants","","","PRJNA755120",0.120027,38.2956,"chloroplast","NC_057314.1/MH706710.1",74,"2021-08-31T00:00:00Z"
"Abies fanjingshanensis","Eukaryota;Plants;Land Plants","","","PRJNA550938",0.120057,38.2976,"chloroplast","NC_042777.1/MH706717.1",74,"2019-06-25T00:00:00Z"
"Abies fargesii","Eukaryota;Plants;Land Plants","","","PRJNA550686",0.121799,38.2704,"chloroplast","NC_042775.1/MH706716.1",74,"2019-06-25T00:00:00Z"
"Abies georgei var. smithii","Eukaryota;Plants;Land Plants","","","PRJNA717417",0.121191,38.2603,"chloroplast","NC_054152.1/MT133567.1",79,"2021-04-15T00:00:00Z"
"Abies kawakamii","Eukaryota;Plants;Land Plants","","","PRJNA550902",0.12129,38.2529,"chloroplast","NC_042776.1/MH706726.1",74,"2019-06-25T00:00:00Z"
"Abies koreana","Eukaryota;Plants;Land Plants","","","PRJNA281852",0.121373,38.2499,"chloroplast","NC_026892.1/KP742350.1",74,"2015-04-22T00:00:00Z"
"Abies nukiangensis","Eukaryota;Plants;Land Plants","","","PRJNA754933",0.120017,38.2904,"chloroplast","NC_057315.1/MH706711.1",74,"2021-08-31T00:00:00Z"
"Abies sibirica","Eukaryota;Plants;Land Plants","","","PRJNA390367",0.121224,38.2606,"chloroplast","NC_035067.1/KR476376.1",74,"2017-06-13T00:00:00Z"
"Abies yuanbaoshanensis","Eukaryota;Plants;Land Plants","","","PRJNA672669",0.121795,38.2856,"chloroplast","NC_050849.1/MH706718.1",74,"2020-10-27T00:00:00Z"
"Abutilon theophrasti","Eukaryota;Plants;Land Plants","","","PRJNA707786",0.160446,36.8866,"chloroplast","NC_053702.1/MT991007.1",84,"2021-03-26T00:00:00Z"
